sepal_length,sepal_width,petal_length,petal_width,y_actual,y_pred,MinSub,MinSubTime,MinSubCount,MinSubRnd1,MinSubRnd1Time,MinSubRnd1Count,MinSubRnd3,MinSubRnd3Time,MinSubRnd3Count,MinSubRnd5,MinSubRnd5Time,MinSubRnd5Count,MinCard,MinCardTime,MinCardCount
0.31099753413870407,-0.587763531435416,0.5352958268854958,0.001752972933591456,1,1,"{1: 1*x_1_0 + 0.587763531435416 = 0, 2: 1*x_2_0 + -0.5352958268854958 = 0, 3: 1*x_3_0 + -0.001752972933591456 = 0}",0.09655995199999978,3,"{2: 1*x_2_0 + -0.5352958268854958 = 0, 3: 1*x_3_0 + -0.001752972933591456 = 0, 1: 1*x_1_0 + 0.587763531435416 = 0}",0.09936191399999927,3,"{3: 1*x_3_0 + -0.001752972933591456 = 0, 2: 1*x_2_0 + -0.5352958268854958 = 0, 1: 1*x_1_0 + 0.587763531435416 = 0}",0.3101509259999986,3,"{3: 1*x_3_0 + -0.001752972933591456 = 0, 2: 1*x_2_0 + -0.5352958268854958 = 0, 0: 1*x_0_0 + -0.31099753413870407 = 0}",0.5141867020000035,3,"{1: 1*x_1_0 + 0.587763531435416 = 0, 2: 1*x_2_0 + -0.5352958268854958 = 0, 3: 1*x_3_0 + -0.001752972933591456 = 0}",0.411537543999998,3
-0.1736739476359004,1.7262661198851155,-1.1706752927920747,-1.1815037572407716,0,0,"{1: 1*x_1_0 + -1.7262661198851155 = 0, 3: 1*x_3_0 + 1.1815037572407716 = 0}",0.08281236900000088,2,"{3: 1*x_3_0 + 1.1815037572407716 = 0, 1: 1*x_1_0 + -1.7262661198851155 = 0}",0.08138563699999679,2,"{1: 1*x_1_0 + -1.7262661198851155 = 0, 3: 1*x_3_0 + 1.1815037572407716 = 0}",0.2549907899999937,2,"{1: 1*x_1_0 + -1.7262661198851155 = 0, 3: 1*x_3_0 + 1.1815037572407716 = 0}",0.42594551300000205,2,"{1: 1*x_1_0 + -1.7262661198851155 = 0, 3: 1*x_3_0 + 1.1815037572407716 = 0}",0.16711538199999154,2
2.2496834612371255,-1.0505694616995218,1.7863413146490474,1.4479556431467018,2,2,"{1: 1*x_1_0 + 1.0505694616995218 = 0, 2: 1*x_2_0 + -1.7863413146490474 = 0, 3: 1*x_3_0 + -1.4479556431467018 = 0}",0.08861267300000009,3,"{0: 1*x_0_0 + -2.2496834612371255 = 0, 1: 1*x_1_0 + 1.0505694616995218 = 0}",0.07574992199999997,2,"{1: 1*x_1_0 + 1.0505694616995218 = 0, 0: 1*x_0_0 + -2.2496834612371255 = 0}",0.2650497970000032,2,"{1: 1*x_1_0 + 1.0505694616995218 = 0, 0: 1*x_0_0 + -2.2496834612371255 = 0}",0.44421696899999574,2,"{0: 1*x_0_0 + -2.2496834612371255 = 0, 1: 1*x_1_0 + 1.0505694616995218 = 0}",0.24763038100002177,2
0.18982966369505322,-0.3563605663033627,0.421564418906991,0.3961718829917126,1,1,"{2: 1*x_2_0 + -0.421564418906991 = 0, 3: 1*x_3_0 + -0.3961718829917126 = 0}",0.200949786999999,2,"{2: 1*x_2_0 + -0.421564418906991 = 0, 3: 1*x_3_0 + -0.3961718829917126 = 0}",0.21168860899999942,2,"{2: 1*x_2_0 + -0.421564418906991 = 0, 3: 1*x_3_0 + -0.3961718829917126 = 0}",0.639641343000001,2,"{3: 1*x_3_0 + -0.3961718829917126 = 0, 2: 1*x_2_0 + -0.421564418906991 = 0}",1.0658216460000034,2,"{2: 1*x_2_0 + -0.421564418906991 = 0, 3: 1*x_3_0 + -0.3961718829917126 = 0}",0.4099907149999922,2
1.1591726272442633,-0.587763531435416,0.5921615308747479,0.2646989129723388,1,1,"{1: 1*x_1_0 + 0.587763531435416 = 0, 2: 1*x_2_0 + -0.5921615308747479 = 0, 3: 1*x_3_0 + -0.2646989129723388 = 0}",0.09516917300000038,3,"{2: 1*x_2_0 + -0.5921615308747479 = 0, 0: 1*x_0_0 + -1.1591726272442633 = 0, 1: 1*x_1_0 + 0.587763531435416 = 0}",0.1190664770000005,3,"{0: 1*x_0_0 + -1.1591726272442633 = 0, 2: 1*x_2_0 + -0.5921615308747479 = 0, 1: 1*x_1_0 + 0.587763531435416 = 0}",0.34597262699999476,3,"{0: 1*x_0_0 + -1.1591726272442633 = 0, 1: 1*x_1_0 + 0.587763531435416 = 0, 2: 1*x_2_0 + -0.5921615308747479 = 0}",0.5607978930000002,3,"{0: 1*x_0_0 + -1.1591726272442633 = 0, 1: 1*x_1_0 + 0.587763531435416 = 0, 2: 1*x_2_0 + -0.5921615308747479 = 0}",0.4007889910000131,3
-0.537177558966854,0.8006542593569032,-1.2844067007705793,-1.0500307872213979,0,0,"{1: 1*x_1_0 + -0.8006542593569032 = 0, 3: 1*x_3_0 + 1.0500307872213979 = 0}",0.10403451800000063,2,"{3: 1*x_3_0 + 1.0500307872213979 = 0, 0: 1*x_0_0 + 0.537177558966854 = 0}",0.09660784000000078,2,"{3: 1*x_3_0 + 1.0500307872213979 = 0, 0: 1*x_0_0 + 0.537177558966854 = 0}",0.2974749810000006,2,"{3: 1*x_3_0 + 1.0500307872213979 = 0, 1: 1*x_1_0 + -0.8006542593569032 = 0}",0.5515680870000068,2,"{1: 1*x_1_0 + -0.8006542593569032 = 0, 3: 1*x_3_0 + 1.0500307872213979 = 0}",0.279958884999985,2
-0.29484181807955234,-0.3563605663033627,-0.09022691699628005,0.13322594295296525,1,1,"{2: 1*x_2_0 + 0.09022691699628005 = 0, 3: 1*x_3_0 + -0.13322594295296525 = 0}",0.17689947499999903,2,"{2: 1*x_2_0 + 0.09022691699628005 = 0, 0: 1*x_0_0 + 0.29484181807955234 = 0}",0.12945687799999916,2,"{2: 1*x_2_0 + 0.09022691699628005 = 0, 3: 1*x_3_0 + -0.13322594295296525 = 0}",0.5109892849999937,2,"{2: 1*x_2_0 + 0.09022691699628005 = 0, 3: 1*x_3_0 + -0.13322594295296525 = 0}",0.8398686929999997,2,"{0: 1*x_0_0 + 0.29484181807955234 = 0, 2: 1*x_2_0 + 0.09022691699628005 = 0}",0.24968955100001722,2
1.2803404976879151,0.10644536396074403,0.7627586428425048,1.4479556431467018,2,2,"{1: 1*x_1_0 + -0.10644536396074403 = 0, 2: 1*x_2_0 + -0.7627586428425048 = 0, 3: 1*x_3_0 + -1.4479556431467018 = 0}",0.0927461669999996,3,"{2: 1*x_2_0 + -0.7627586428425048 = 0, 3: 1*x_3_0 + -1.4479556431467018 = 0, 1: 1*x_1_0 + -0.10644536396074403 = 0}",0.09678170700000166,3,"{2: 1*x_2_0 + -0.7627586428425048 = 0, 3: 1*x_3_0 + -1.4479556431467018 = 0, 0: 1*x_0_0 + -1.2803404976879151 = 0}",0.2954993829999992,3,"{3: 1*x_3_0 + -1.4479556431467018 = 0, 1: 1*x_1_0 + -0.10644536396074403 = 0, 2: 1*x_2_0 + -0.7627586428425048 = 0}",0.49663507799999707,3,"{0: 1*x_0_0 + -1.2803404976879151 = 0, 1: 1*x_1_0 + -0.10644536396074403 = 0, 3: 1*x_3_0 + -1.4479556431467018 = 0}",0.3603579739999816,3
0.432165404582356,-1.9761813222277342,0.421564418906991,0.3961718829917126,1,1,"{2: 1*x_2_0 + -0.421564418906991 = 0, 3: 1*x_3_0 + -0.3961718829917126 = 0}",0.19767446900000074,2,"{3: 1*x_3_0 + -0.3961718829917126 = 0, 2: 1*x_2_0 + -0.421564418906991 = 0}",0.20315438000000086,2,"{3: 1*x_3_0 + -0.3961718829917126 = 0, 2: 1*x_2_0 + -0.421564418906991 = 0}",0.5167222150000015,2,"{2: 1*x_2_0 + -0.421564418906991 = 0, 3: 1*x_3_0 + -0.3961718829917126 = 0}",0.9601934350000079,2,"{2: 1*x_2_0 + -0.421564418906991 = 0, 3: 1*x_3_0 + -0.3961718829917126 = 0}",0.41625605799998766,2
-0.05250607719224957,-0.8191664965674684,0.08037019497147688,0.001752972933591456,1,1,"{2: 1*x_2_0 + -0.08037019497147688 = 0, 3: 1*x_3_0 + -0.001752972933591456 = 0}",0.18919781700000016,2,"{3: 1*x_3_0 + -0.001752972933591456 = 0, 2: 1*x_2_0 + -0.08037019497147688 = 0}",0.19415944600000046,2,"{2: 1*x_2_0 + -0.08037019497147688 = 0, 3: 1*x_3_0 + -0.001752972933591456 = 0}",0.5921139919999945,2,"{2: 1*x_2_0 + -0.08037019497147688 = 0, 3: 1*x_3_0 + -0.001752972933591456 = 0}",0.9194704850000051,2,"{2: 1*x_2_0 + -0.08037019497147688 = 0, 3: 1*x_3_0 + -0.001752972933591456 = 0}",0.41037246600001254,2
0.7956690159133096,0.3378483290927974,0.7627586428425048,1.053536733088581,2,2,"{1: 1*x_1_0 + -0.3378483290927974 = 0, 2: 1*x_2_0 + -0.7627586428425048 = 0, 3: 1*x_3_0 + -1.053536733088581 = 0}",0.08902109000000102,3,"{1: 1*x_1_0 + -0.3378483290927974 = 0, 3: 1*x_3_0 + -1.053536733088581 = 0, 2: 1*x_2_0 + -0.7627586428425048 = 0}",0.09255105099999739,3,"{1: 1*x_1_0 + -0.3378483290927974 = 0, 3: 1*x_3_0 + -1.053536733088581 = 0, 2: 1*x_2_0 + -0.7627586428425048 = 0}",0.27925954500000216,3,"{1: 1*x_1_0 + -0.3378483290927974 = 0, 2: 1*x_2_0 + -0.7627586428425048 = 0, 3: 1*x_3_0 + -1.053536733088581 = 0}",0.4704314699999941,3,"{1: 1*x_1_0 + -0.3378483290927974 = 0, 2: 1*x_2_0 + -0.7627586428425048 = 0, 3: 1*x_3_0 + -1.053536733088581 = 0}",0.4141424270000016,3
-1.2641847816287624,-0.12495760117130933,-1.3412724047598317,-1.4444496972795189,0,0,"{1: 1*x_1_0 + 0.12495760117130933 = 0, 3: 1*x_3_0 + 1.4444496972795189 = 0}",0.08120790399999933,2,"{0: 1*x_0_0 + 1.2641847816287624 = 0, 3: 1*x_3_0 + 1.4444496972795189 = 0}",0.0832174039999991,2,"{3: 1*x_3_0 + 1.4444496972795189 = 0, 1: 1*x_1_0 + 0.12495760117130933 = 0}",0.2605407070000041,2,"{3: 1*x_3_0 + 1.4444496972795189 = 0, 0: 1*x_0_0 + 1.2641847816287624 = 0}",0.43255610299999603,2,"{1: 1*x_1_0 + 0.12495760117130933 = 0, 3: 1*x_3_0 + 1.4444496972795189 = 0}",0.1737706170000024,2
