mcg,gvh,lip,chg,aac,alm1,alm2,y_actual,y_pred,MinSub,MinSubTime,MinSubCount,MinSubRnd1,MinSubRnd1Time,MinSubRnd1Count,MinSubRnd3,MinSubRnd3Time,MinSubRnd3Count,MinSubRnd5,MinSubRnd5Time,MinSubRnd5Count,MinCard,MinCardTime,MinCardCount
-1.398545810740829,0.10521195254679377,-0.130188910980827,0.0,-1.2162552765436865,-0.390734647517783,-0.05289357354977242,0,0,"{0: 1*x_0_0 + 1.398545810740829 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 5: 1*x_5_0 + 0.390734647517783 = 0, 6: 1*x_6_0 + 0.05289357354977242 = 0}",0.8459726509999994,4,"{0: 1*x_0_0 + 1.398545810740829 = 0, 6: 1*x_6_0 + 0.05289357354977242 = 0, 3: 1*x_3_0 + 0.0 = 0, 1: 1*x_1_0 + -0.10521195254679377 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0}",0.7054726669999951,5,"{0: 1*x_0_0 + 1.398545810740829 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 6: 1*x_6_0 + 0.05289357354977242 = 0, 5: 1*x_5_0 + 0.390734647517783 = 0}",2.16269004199998,4,"{6: 1*x_6_0 + 0.05289357354977242 = 0, 0: 1*x_0_0 + 1.398545810740829 = 0, 5: 1*x_5_0 + 0.390734647517783 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0}",3.742477369000028,4,"{0: 1*x_0_0 + 1.398545810740829 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 5: 1*x_5_0 + 0.390734647517783 = 0, 6: 1*x_6_0 + 0.05289357354977242 = 0}",7.885311549999983,4
-0.5195906694569037,-0.09519176658995662,-0.130188910980827,0.0,0.05842274254139939,-0.2982530741407928,-0.003305848346860948,0,0,"{0: 1*x_0_0 + 0.5195906694569037 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 3: 1*x_3_0 + 0.0 = 0, 4: 1*x_4_0 + -0.05842274254139939 = 0, 5: 1*x_5_0 + 0.2982530741407928 = 0, 6: 1*x_6_0 + 0.003305848346860948 = 0}",0.811051848,6,"{6: 1*x_6_0 + 0.003305848346860948 = 0, 1: 1*x_1_0 + 0.09519176658995662 = 0, 4: 1*x_4_0 + -0.05842274254139939 = 0, 0: 1*x_0_0 + 0.5195906694569037 = 0, 3: 1*x_3_0 + 0.0 = 0}",0.7591144129999918,5,"{3: 1*x_3_0 + 0.0 = 0, 4: 1*x_4_0 + -0.05842274254139939 = 0, 1: 1*x_1_0 + 0.09519176658995662 = 0, 6: 1*x_6_0 + 0.003305848346860948 = 0, 0: 1*x_0_0 + 0.5195906694569037 = 0}",2.6988270909999983,5,"{3: 1*x_3_0 + 0.0 = 0, 4: 1*x_4_0 + -0.05842274254139939 = 0, 0: 1*x_0_0 + 0.5195906694569037 = 0, 6: 1*x_6_0 + 0.003305848346860948 = 0, 1: 1*x_1_0 + 0.09519176658995662 = 0}",6.384314465999978,5,"{0: 1*x_0_0 + 0.5195906694569037 = 0, 1: 1*x_1_0 + 0.09519176658995662 = 0, 3: 1*x_3_0 + 0.0 = 0, 4: 1*x_4_0 + -0.05842274254139939 = 0, 6: 1*x_6_0 + 0.003305848346860948 = 0}",10.451924007999992,5
1.1284502204504567,1.4412367467917948,-0.130188910980827,0.0,1.6062460514304324,-0.3444938608292879,-0.7471217263905324,4,4,"{0: 1*x_0_0 + -1.1284502204504567 = 0, 3: 1*x_3_0 + 0.0 = 0, 4: 1*x_4_0 + -1.6062460514304324 = 0, 5: 1*x_5_0 + 0.3444938608292879 = 0, 6: 1*x_6_0 + 0.7471217263905324 = 0}",0.6182019190000005,5,"{4: 1*x_4_0 + -1.6062460514304324 = 0, 1: 1*x_1_0 + -1.4412367467917948 = 0, 6: 1*x_6_0 + 0.7471217263905324 = 0, 5: 1*x_5_0 + 0.3444938608292879 = 0, 0: 1*x_0_0 + -1.1284502204504567 = 0}",0.5510595779999932,5,"{0: 1*x_0_0 + -1.1284502204504567 = 0, 6: 1*x_6_0 + 0.7471217263905324 = 0, 4: 1*x_4_0 + -1.6062460514304324 = 0, 1: 1*x_1_0 + -1.4412367467917948 = 0, 5: 1*x_5_0 + 0.3444938608292879 = 0}",2.3848443050000014,5,"{4: 1*x_4_0 + -1.6062460514304324 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 0: 1*x_0_0 + -1.1284502204504567 = 0, 6: 1*x_6_0 + 0.7471217263905324 = 0, 5: 1*x_5_0 + 0.3444938608292879 = 0}",2.606520709999984,5,"{0: 1*x_0_0 + -1.1284502204504567 = 0, 1: 1*x_1_0 + -1.4412367467917948 = 0, 4: 1*x_4_0 + -1.6062460514304324 = 0, 5: 1*x_5_0 + 0.3444938608292879 = 0, 6: 1*x_6_0 + 0.7471217263905324 = 0}",10.865663804000064,5
-0.13504779514518625,-0.49599920486345705,-0.130188910980827,0.0,-0.48786783706649445,-1.1768280212221987,-0.796709451593444,0,0,"{1: 1*x_1_0 + 0.49599920486345705 = 0, 3: 1*x_3_0 + 0.0 = 0, 4: 1*x_4_0 + 0.48786783706649445 = 0, 5: 1*x_5_0 + 1.1768280212221987 = 0, 6: 1*x_6_0 + 0.796709451593444 = 0}",1.0067655299999991,5,"{5: 1*x_5_0 + 1.1768280212221987 = 0, 1: 1*x_1_0 + 0.49599920486345705 = 0, 0: 1*x_0_0 + 0.13504779514518625 = 0, 3: 1*x_3_0 + 0.0 = 0, 4: 1*x_4_0 + 0.48786783706649445 = 0}",1.3260964090000016,5,"{1: 1*x_1_0 + 0.49599920486345705 = 0, 6: 1*x_6_0 + 0.796709451593444 = 0, 4: 1*x_4_0 + 0.48786783706649445 = 0, 5: 1*x_5_0 + 1.1768280212221987 = 0, 3: 1*x_3_0 + 0.0 = 0}",3.3946208170000034,5,"{5: 1*x_5_0 + 1.1768280212221987 = 0, 1: 1*x_1_0 + 0.49599920486345705 = 0, 0: 1*x_0_0 + 0.13504779514518625 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 6: 1*x_6_0 + 0.796709451593444 = 0}",4.864148585999999,5,"{1: 1*x_1_0 + 0.49599920486345705 = 0, 3: 1*x_3_0 + 0.0 = 0, 4: 1*x_4_0 + 0.48786783706649445 = 0, 5: 1*x_5_0 + 1.1768280212221987 = 0, 6: 1*x_6_0 + 0.796709451593444 = 0}",11.15373794200002,5
-1.5633498997315654,-1.0304091225614573,-0.130188910980827,0.0,-0.7610131268704416,-0.9918648744682186,-0.598358550781798,0,0,"{1: 1*x_1_0 + 1.0304091225614573 = 0, 3: 1*x_3_0 + 0.0 = 0, 4: 1*x_4_0 + 0.7610131268704416 = 0, 5: 1*x_5_0 + 0.9918648744682186 = 0, 6: 1*x_6_0 + 0.598358550781798 = 0}",1.1285219499999997,5,"{5: 1*x_5_0 + 0.9918648744682186 = 0, 1: 1*x_1_0 + 1.0304091225614573 = 0, 0: 1*x_0_0 + 1.5633498997315654 = 0, 6: 1*x_6_0 + 0.598358550781798 = 0}",1.04455148400001,4,"{0: 1*x_0_0 + 1.5633498997315654 = 0, 5: 1*x_5_0 + 0.9918648744682186 = 0, 6: 1*x_6_0 + 0.598358550781798 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0}",3.530501161000018,4,"{5: 1*x_5_0 + 0.9918648744682186 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 3: 1*x_3_0 + 0.0 = 0, 0: 1*x_0_0 + 1.5633498997315654 = 0}",4.6347567099999765,4,"{0: 1*x_0_0 + 1.5633498997315654 = 0, 1: 1*x_1_0 + 1.0304091225614573 = 0, 5: 1*x_5_0 + 0.9918648744682186 = 0, 6: 1*x_6_0 + 0.598358550781798 = 0}",6.599683812999956,4
1.1284502204504567,1.4412367467917948,-0.130188910980827,0.0,-0.9431099867397392,0.1641547927441578,-0.598358550781798,6,6,"{1: 1*x_1_0 + -1.4412367467917948 = 0, 3: 1*x_3_0 + 0.0 = 0, 4: 1*x_4_0 + 0.9431099867397392 = 0, 5: 1*x_5_0 + -0.1641547927441578 = 0, 6: 1*x_6_0 + 0.598358550781798 = 0}",0.910154111999999,5,"{4: 1*x_4_0 + 0.9431099867397392 = 0, 5: 1*x_5_0 + -0.1641547927441578 = 0, 0: 1*x_0_0 + -1.1284502204504567 = 0, 3: 1*x_3_0 + 0.0 = 0, 1: 1*x_1_0 + -1.4412367467917948 = 0}",0.7487418199999922,5,"{1: 1*x_1_0 + -1.4412367467917948 = 0, 3: 1*x_3_0 + 0.0 = 0, 4: 1*x_4_0 + 0.9431099867397392 = 0, 0: 1*x_0_0 + -1.1284502204504567 = 0, 5: 1*x_5_0 + -0.1641547927441578 = 0}",3.2573966850000033,5,"{6: 1*x_6_0 + 0.598358550781798 = 0, 3: 1*x_3_0 + 0.0 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 1: 1*x_1_0 + -1.4412367467917948 = 0, 0: 1*x_0_0 + -1.1284502204504567 = 0}",3.223456537000004,5,"{0: 1*x_0_0 + -1.1284502204504567 = 0, 1: 1*x_1_0 + -1.4412367467917948 = 0, 3: 1*x_3_0 + 0.0 = 0, 4: 1*x_4_0 + 0.9431099867397392 = 0, 6: 1*x_6_0 + 0.598358550781798 = 0}",10.501304325999968,5
-0.7942641511081304,-0.6964029240002071,-0.130188910980827,0.0,-0.21472254726254777,-1.3155503812876839,-1.391762154028381,0,0,"{1: 1*x_1_0 + 0.6964029240002071 = 0, 3: 1*x_3_0 + 0.0 = 0, 4: 1*x_4_0 + 0.21472254726254777 = 0, 5: 1*x_5_0 + 1.3155503812876839 = 0, 6: 1*x_6_0 + 1.391762154028381 = 0}",1.168380667000001,5,"{5: 1*x_5_0 + 1.3155503812876839 = 0, 1: 1*x_1_0 + 0.6964029240002071 = 0, 0: 1*x_0_0 + 0.7942641511081304 = 0, 6: 1*x_6_0 + 1.391762154028381 = 0}",1.2609148079999954,4,"{5: 1*x_5_0 + 1.3155503812876839 = 0, 1: 1*x_1_0 + 0.6964029240002071 = 0, 0: 1*x_0_0 + 0.7942641511081304 = 0, 3: 1*x_3_0 + 0.0 = 0}",2.438166367000008,4,"{5: 1*x_5_0 + 1.3155503812876839 = 0, 1: 1*x_1_0 + 0.6964029240002071 = 0, 6: 1*x_6_0 + 1.391762154028381 = 0, 0: 1*x_0_0 + 0.7942641511081304 = 0}",3.842137550000018,4,"{0: 1*x_0_0 + 0.7942641511081304 = 0, 1: 1*x_1_0 + 0.6964029240002071 = 0, 5: 1*x_5_0 + 1.3155503812876839 = 0, 6: 1*x_6_0 + 1.391762154028381 = 0}",6.613107085000024,4
-0.02517840248469545,0.5060193908202938,-0.130188910980827,0.0,1.8793913412343786,0.4878402995636229,0.7405100296968106,1,1,"{1: 1*x_1_0 + -0.5060193908202938 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 3: 1*x_3_0 + 0.0 = 0, 4: 1*x_4_0 + -1.8793913412343786 = 0, 6: 1*x_6_0 + -0.7405100296968106 = 0}",0.5578041529999993,5,"{0: 1*x_0_0 + 0.02517840248469545 = 0, 3: 1*x_3_0 + 0.0 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 5: 1*x_5_0 + -0.4878402995636229 = 0, 6: 1*x_6_0 + -0.7405100296968106 = 0}",0.5572685879999995,5,"{3: 1*x_3_0 + 0.0 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 1: 1*x_1_0 + -0.5060193908202938 = 0, 4: 1*x_4_0 + -1.8793913412343786 = 0, 0: 1*x_0_0 + 0.02517840248469545 = 0}",2.781657148000022,5,"{0: 1*x_0_0 + 0.02517840248469545 = 0, 3: 1*x_3_0 + 0.0 = 0, 4: 1*x_4_0 + -1.8793913412343786 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 1: 1*x_1_0 + -0.5060193908202938 = 0}",2.734007918999964,5,"{0: 1*x_0_0 + 0.02517840248469545 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 3: 1*x_3_0 + 0.0 = 0, 5: 1*x_5_0 + -0.4878402995636229 = 0, 6: 1*x_6_0 + -0.7405100296968106 = 0}",10.082772517999956,5
-1.7830886850525465,-1.297614081410458,-0.130188910980827,0.0,-0.3968194071318454,-1.2230688079106937,-0.796709451593444,0,0,"{1: 1*x_1_0 + 1.297614081410458 = 0, 3: 1*x_3_0 + 0.0 = 0, 4: 1*x_4_0 + 0.3968194071318454 = 0, 5: 1*x_5_0 + 1.2230688079106937 = 0, 6: 1*x_6_0 + 0.796709451593444 = 0}",0.7547330490000004,5,"{4: 1*x_4_0 + 0.3968194071318454 = 0, 3: 1*x_3_0 + 0.0 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 0: 1*x_0_0 + 1.7830886850525465 = 0, 6: 1*x_6_0 + 0.796709451593444 = 0}",0.6495191550000072,5,"{0: 1*x_0_0 + 1.7830886850525465 = 0, 1: 1*x_1_0 + 1.297614081410458 = 0, 3: 1*x_3_0 + 0.0 = 0, 5: 1*x_5_0 + 1.2230688079106937 = 0}",2.2865205189999926,4,"{5: 1*x_5_0 + 1.2230688079106937 = 0, 1: 1*x_1_0 + 1.297614081410458 = 0, 3: 1*x_3_0 + 0.0 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0}",3.605015030000004,4,"{0: 1*x_0_0 + 1.7830886850525465 = 0, 1: 1*x_1_0 + 1.297614081410458 = 0, 5: 1*x_5_0 + 1.2230688079106937 = 0, 6: 1*x_6_0 + 0.796709451593444 = 0}",6.68684031600003,4
0.5241685608177579,0.7732243496692943,-0.130188910980827,0.0,0.33156803234534654,0.7652850196945934,0.9884486557113674,1,1,"{0: 1*x_0_0 + -0.5241685608177579 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 3: 1*x_3_0 + 0.0 = 0, 4: 1*x_4_0 + -0.33156803234534654 = 0, 5: 1*x_5_0 + -0.7652850196945934 = 0, 6: 1*x_6_0 + -0.9884486557113674 = 0}",0.623604705,6,"{5: 1*x_5_0 + -0.7652850196945934 = 0, 3: 1*x_3_0 + 0.0 = 0, 6: 1*x_6_0 + -0.9884486557113674 = 0, 0: 1*x_0_0 + -0.5241685608177579 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 4: 1*x_4_0 + -0.33156803234534654 = 0}",0.6713225740000013,6,"{0: 1*x_0_0 + -0.5241685608177579 = 0, 3: 1*x_3_0 + 0.0 = 0, 5: 1*x_5_0 + -0.7652850196945934 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 6: 1*x_6_0 + -0.9884486557113674 = 0, 4: 1*x_4_0 + -0.33156803234534654 = 0}",1.991711592999991,6,"{3: 1*x_3_0 + 0.0 = 0, 0: 1*x_0_0 + -0.5241685608177579 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 5: 1*x_5_0 + -0.7652850196945934 = 0, 1: 1*x_1_0 + -0.7732243496692943 = 0, 6: 1*x_6_0 + -0.9884486557113674 = 0}",3.0976305450000154,6,"{0: 1*x_0_0 + -0.5241685608177579 = 0, 1: 1*x_1_0 + -0.7732243496692943 = 0, 2: 1*x_2_0 + 0.130188910980827 = 0, 3: 1*x_3_0 + 0.0 = 0, 5: 1*x_5_0 + -0.7652850196945934 = 0, 6: 1*x_6_0 + -0.9884486557113674 = 0}",12.935708784999974,6
